day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
7,9,Internode,3,0,0,61.089855,12.980867620920503,1.801796999333952E-4,0.009020706,false,false,0.006357926046912584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,Internode,0,0,0,492.5026,15.530732669917338,1.870206544410342E-4,0.0092525575,false,false,0.006433953318279443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,Internode,1,0,0,402.5026,18.629289118948556,1.9961402827983594E-4,0.009672426,false,false,0.006569098660099729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,Internode,2,0,0,102.50256,30.331880315838717,2.3915300028627765E-4,0.01093917,false,false,0.0069589161300635275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Internode,0,0,0,492.5026,15.519612970702255,1.8710983235525018E-4,0.009255562,false,false,0.006434931729142987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Internode,1,0,0,402.5026,18.622173475988617,1.9972805478092625E-4,0.009676188,false,false,0.006570295334327737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,Internode,2,0,0,102.50256,30.304323029658796,2.3921836459126104E-4,0.010941206,false,false,0.0069595228865932685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,Internode,0,0,0,492.5026,15.557221706455161,1.8714729224667047E-4,0.009256824,false,false,0.006435342598207922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,Internode,1,0,0,402.5026,18.66864008495569,1.9977593398922864E-4,0.009677768,false,false,0.0065707977737645045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,Internode,2,0,0,102.50256,30.36094713909541,2.39245839715587E-4,0.010942061,false,false,0.006959777779089008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,Internode,0,0,0,492.5026,15.533260551492052,1.870707397322152E-4,0.009254245,false,false,0.0064345027940617226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,Internode,1,0,0,402.5026,18.635555178076444,1.996780657842541E-4,0.009674539,false,false,0.006569770748203064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,Internode,2,0,0,102.50256,30.330554179699547,2.3918971356545225E-4,0.010940313,false,false,0.00695925684580873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,Internode,0,0,0,492.5026,15.522389151793746,1.8715694190927568E-4,0.009257149,false,false,0.006435448450824918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,Internode,1,0,0,402.5026,18.628526631833044,1.9978827082686157E-4,0.009678175,false,false,0.006570927209510519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
