Step,Time,JointName,Fx,Fy,Fz,Tx,Ty,Tz,F_norm
550,6.1776,Link_02,0.000000,-0.217555,0.158905,0.041785,0.000000,0.000000,0.269409
550,6.1776,Link_03,0.000000,-0.199117,0.116901,0.031497,0.000000,0.000000,0.230897
550,6.1776,Link_04,0.000000,-0.172119,0.085984,0.022205,0.000000,0.000000,0.192401
550,6.1776,Link_05,0.000000,-0.140341,0.063201,0.014322,0.000000,0.000000,0.153915
550,6.1776,Link_06,0.000000,-0.106156,0.045346,0.008077,0.000000,0.000000,0.115435
550,6.1776,Link_07,0.000000,-0.070952,0.029800,0.003583,0.000000,0.000000,0.076956
550,6.1776,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
560,6.2956,Trunk_02,0.000000,-0.003596,0.616111,0.054197,0.000000,0.000000,0.616121
560,6.2956,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
560,6.2956,Link_01,0.000000,-0.224927,0.210312,0.052527,0.000000,0.000000,0.307933
560,6.2956,Link_02,0.000000,-0.217559,0.158905,0.041786,0.000000,0.000000,0.269412
560,6.2956,Link_03,0.000000,-0.199122,0.116900,0.031498,0.000000,0.000000,0.230901
560,6.2956,Link_04,0.000000,-0.172123,0.085983,0.022206,0.000000,0.000000,0.192404
560,6.2956,Link_05,0.000000,-0.140346,0.063200,0.014323,0.000000,0.000000,0.153919
560,6.2956,Link_06,0.000000,-0.106160,0.045344,0.008077,0.000000,0.000000,0.115439
560,6.2956,Link_07,0.000000,-0.070956,0.029799,0.003583,0.000000,0.000000,0.076959
560,6.2956,Link_08,0.000000,-0.035478,0.014899,0.000887,0.000000,0.000000,0.038479
570,6.4094,Trunk_02,0.000000,-0.003596,0.616110,0.054197,0.000000,0.000000,0.616121
570,6.4094,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
570,6.4094,Link_01,0.000000,-0.224926,0.210311,0.052526,0.000000,0.000000,0.307932
570,6.4094,Link_02,0.000000,-0.217558,0.158904,0.041786,0.000000,0.000000,0.269411
570,6.4094,Link_03,0.000000,-0.199121,0.116900,0.031498,0.000000,0.000000,0.230900
570,6.4094,Link_04,0.000000,-0.172122,0.085983,0.022206,0.000000,0.000000,0.192403
570,6.4094,Link_05,0.000000,-0.140344,0.063199,0.014323,0.000000,0.000000,0.153918
570,6.4094,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
570,6.4094,Link_07,0.000000,-0.070954,0.029799,0.003583,0.000000,0.000000,0.076958
570,6.4094,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
580,6.5277,Trunk_02,0.000000,-0.003595,0.616107,0.054196,0.000000,0.000000,0.616118
580,6.5277,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
580,6.5277,Link_01,0.000000,-0.224923,0.210310,0.052525,0.000000,0.000000,0.307930
580,6.5277,Link_02,0.000000,-0.217555,0.158905,0.041785,0.000000,0.000000,0.269408
580,6.5277,Link_03,0.000000,-0.199117,0.116901,0.031498,0.000000,0.000000,0.230897
580,6.5277,Link_04,0.000000,-0.172119,0.085984,0.022205,0.000000,0.000000,0.192401
580,6.5277,Link_05,0.000000,-0.140342,0.063201,0.014322,0.000000,0.000000,0.153916
580,6.5277,Link_06,0.000000,-0.106156,0.045346,0.008077,0.000000,0.000000,0.115435
580,6.5277,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
580,6.5277,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
590,6.6441,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616119
590,6.6441,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
590,6.6441,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
590,6.6441,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
590,6.6441,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230898
590,6.6441,Link_04,0.000000,-0.172120,0.085984,0.022205,0.000000,0.000000,0.192402
590,6.6441,Link_05,0.000000,-0.140342,0.063200,0.014322,0.000000,0.000000,0.153916
590,6.6441,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
590,6.6441,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
590,6.6441,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
600,6.7557,Trunk_02,0.000000,-0.003597,0.616110,0.054196,0.000000,0.000000,0.616121
600,6.7557,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
600,6.7557,Link_01,0.000000,-0.224927,0.210311,0.052526,0.000000,0.000000,0.307933
600,6.7557,Link_02,0.000000,-0.217559,0.158904,0.041786,0.000000,0.000000,0.269411
600,6.7557,Link_03,0.000000,-0.199121,0.116900,0.031498,0.000000,0.000000,0.230900
600,6.7557,Link_04,0.000000,-0.172122,0.085983,0.022206,0.000000,0.000000,0.192403
600,6.7557,Link_05,0.000000,-0.140344,0.063200,0.014322,0.000000,0.000000,0.153917
600,6.7557,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
600,6.7557,Link_07,0.000000,-0.070954,0.029799,0.003583,0.000000,0.000000,0.076957
600,6.7557,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
610,6.8671,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616120
610,6.8671,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
610,6.8671,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307932
610,6.8671,Link_02,0.000000,-0.217558,0.158904,0.041786,0.000000,0.000000,0.269410
610,6.8671,Link_03,0.000000,-0.199120,0.116900,0.031498,0.000000,0.000000,0.230899
610,6.8671,Link_04,0.000000,-0.172121,0.085983,0.022206,0.000000,0.000000,0.192403
610,6.8671,Link_05,0.000000,-0.140344,0.063200,0.014323,0.000000,0.000000,0.153917
610,6.8671,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
610,6.8671,Link_07,0.000000,-0.070954,0.029799,0.003583,0.000000,0.000000,0.076958
610,6.8671,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
620,6.9791,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616120
620,6.9791,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
620,6.9791,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
620,6.9791,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
620,6.9791,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230899
620,6.9791,Link_04,0.000000,-0.172120,0.085983,0.022206,0.000000,0.000000,0.192402
620,6.9791,Link_05,0.000000,-0.140342,0.063200,0.014322,0.000000,0.000000,0.153916
620,6.9791,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
620,6.9791,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
620,6.9791,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
630,7.0900,Trunk_02,0.000000,-0.003595,0.616108,0.054196,0.000000,0.000000,0.616118
630,7.0900,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
630,7.0900,Link_01,0.000000,-0.224923,0.210310,0.052525,0.000000,0.000000,0.307930
630,7.0900,Link_02,0.000000,-0.217556,0.158905,0.041785,0.000000,0.000000,0.269409
630,7.0900,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230897
630,7.0900,Link_04,0.000000,-0.172119,0.085984,0.022205,0.000000,0.000000,0.192401
630,7.0900,Link_05,0.000000,-0.140342,0.063200,0.014322,0.000000,0.000000,0.153916
630,7.0900,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
630,7.0900,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
630,7.0900,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
640,7.1995,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
640,7.1995,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
640,7.1995,Link_01,0.000000,-0.224924,0.210311,0.052526,0.000000,0.000000,0.307931
640,7.1995,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
640,7.1995,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230898
640,7.1995,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
640,7.1995,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
640,7.1995,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
640,7.1995,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076958
640,7.1995,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
650,7.3078,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616120
650,7.3078,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
650,7.3078,Link_01,0.000000,-0.224926,0.210311,0.052526,0.000000,0.000000,0.307932
650,7.3078,Link_02,0.000000,-0.217558,0.158904,0.041785,0.000000,0.000000,0.269410
650,7.3078,Link_03,0.000000,-0.199120,0.116900,0.031498,0.000000,0.000000,0.230899
650,7.3078,Link_04,0.000000,-0.172121,0.085983,0.022206,0.000000,0.000000,0.192403
650,7.3078,Link_05,0.000000,-0.140344,0.063200,0.014322,0.000000,0.000000,0.153917
650,7.3078,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
650,7.3078,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
650,7.3078,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
660,7.4169,Trunk_02,0.000000,-0.003595,0.616109,0.054196,0.000000,0.000000,0.616119
660,7.4169,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
660,7.4169,Link_01,0.000000,-0.224924,0.210311,0.052526,0.000000,0.000000,0.307931
660,7.4169,Link_02,0.000000,-0.217556,0.158905,0.041785,0.000000,0.000000,0.269409
660,7.4169,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
660,7.4169,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
660,7.4169,Link_05,0.000000,-0.140343,0.063201,0.014322,0.000000,0.000000,0.153917
660,7.4169,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
660,7.4169,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
660,7.4169,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
670,7.5262,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616119
670,7.5262,Trunk_03,0.000000,-0.000801,0.154092,0.000020,0.000000,0.000000,0.154094
670,7.5262,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
670,7.5262,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
670,7.5262,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230898
670,7.5262,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
670,7.5262,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
670,7.5262,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
670,7.5262,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
670,7.5262,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
680,7.6371,Trunk_02,0.000000,-0.003596,0.616108,0.054196,0.000000,0.000000,0.616119
680,7.6371,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
680,7.6371,Link_01,0.000000,-0.224924,0.210310,0.052526,0.000000,0.000000,0.307930
680,7.6371,Link_02,0.000000,-0.217556,0.158904,0.041785,0.000000,0.000000,0.269409
680,7.6371,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
680,7.6371,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
680,7.6371,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
680,7.6371,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
680,7.6371,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
680,7.6371,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
690,7.7472,Trunk_02,0.000000,-0.003596,0.616108,0.054196,0.000000,0.000000,0.616119
690,7.7472,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
690,7.7472,Link_01,0.000000,-0.224924,0.210311,0.052526,0.000000,0.000000,0.307931
690,7.7472,Link_02,0.000000,-0.217556,0.158905,0.041785,0.000000,0.000000,0.269409
690,7.7472,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
690,7.7472,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
690,7.7472,Link_05,0.000000,-0.140343,0.063200,0.014323,0.000000,0.000000,0.153917
690,7.7472,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
690,7.7472,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076958
690,7.7472,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
700,7.8585,Trunk_02,0.000000,-0.003595,0.616108,0.054196,0.000000,0.000000,0.616119
700,7.8585,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
700,7.8585,Link_01,0.000000,-0.224924,0.210311,0.052526,0.000000,0.000000,0.307930
700,7.8585,Link_02,0.000000,-0.217556,0.158905,0.041785,0.000000,0.000000,0.269409
700,7.8585,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
700,7.8585,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
700,7.8585,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
700,7.8585,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115437
700,7.8585,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076958
700,7.8585,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
710,7.9669,Trunk_02,0.000000,-0.003598,0.616110,0.054196,0.000000,0.000000,0.616120
710,7.9669,Trunk_03,0.000000,-0.000801,0.154092,0.000020,0.000000,0.000000,0.154094
710,7.9669,Link_01,0.000000,-0.224927,0.210310,0.052526,0.000000,0.000000,0.307932
710,7.9669,Link_02,0.000000,-0.217558,0.158904,0.041785,0.000000,0.000000,0.269411
710,7.9669,Link_03,0.000000,-0.199120,0.116899,0.031498,0.000000,0.000000,0.230899
710,7.9669,Link_04,0.000000,-0.172121,0.085983,0.022206,0.000000,0.000000,0.192403
710,7.9669,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
710,7.9669,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
710,7.9669,Link_07,0.000000,-0.070953,0.029799,0.003583,0.000000,0.000000,0.076957
710,7.9669,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
720,8.0795,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616120
720,8.0795,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
720,8.0795,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
720,8.0795,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
720,8.0795,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230899
720,8.0795,Link_04,0.000000,-0.172120,0.085983,0.022205,0.000000,0.000000,0.192402
720,8.0795,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153916
720,8.0795,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
720,8.0795,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
720,8.0795,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
730,8.1921,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
730,8.1921,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
730,8.1921,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307931
730,8.1921,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
730,8.1921,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230899
730,8.1921,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
730,8.1921,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
730,8.1921,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
730,8.1921,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
730,8.1921,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
740,8.3023,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
740,8.3023,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
740,8.3023,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307931
740,8.3023,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
740,8.3023,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230899
740,8.3023,Link_04,0.000000,-0.172121,0.085984,0.022206,0.000000,0.000000,0.192402
740,8.3023,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
740,8.3023,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
740,8.3023,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
740,8.3023,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
750,8.4101,Trunk_02,0.000000,-0.003595,0.616108,0.054196,0.000000,0.000000,0.616119
750,8.4101,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
750,8.4101,Link_01,0.000000,-0.224924,0.210311,0.052526,0.000000,0.000000,0.307930
750,8.4101,Link_02,0.000000,-0.217556,0.158905,0.041785,0.000000,0.000000,0.269409
750,8.4101,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
750,8.4101,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
750,8.4101,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
750,8.4101,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
750,8.4101,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
750,8.4101,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
760,8.5225,Trunk_02,0.000000,-0.003595,0.616108,0.054196,0.000000,0.000000,0.616118
760,8.5225,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
760,8.5225,Link_01,0.000000,-0.224923,0.210311,0.052525,0.000000,0.000000,0.307930
760,8.5225,Link_02,0.000000,-0.217555,0.158905,0.041785,0.000000,0.000000,0.269409
760,8.5225,Link_03,0.000000,-0.199118,0.116901,0.031498,0.000000,0.000000,0.230898
760,8.5225,Link_04,0.000000,-0.172119,0.085984,0.022206,0.000000,0.000000,0.192402
760,8.5225,Link_05,0.000000,-0.140342,0.063201,0.014322,0.000000,0.000000,0.153917
760,8.5225,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
760,8.5225,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
760,8.5225,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
770,8.6318,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
770,8.6318,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
770,8.6318,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307931
770,8.6318,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
770,8.6318,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230899
770,8.6318,Link_04,0.000000,-0.172121,0.085984,0.022206,0.000000,0.000000,0.192402
770,8.6318,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
770,8.6318,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
770,8.6318,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
770,8.6318,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
780,8.7425,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
780,8.7425,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
780,8.7425,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307931
780,8.7425,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
780,8.7425,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230899
780,8.7425,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
780,8.7425,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
780,8.7425,Link_06,0.000000,-0.106158,0.045345,0.008077,0.000000,0.000000,0.115437
780,8.7425,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076958
780,8.7425,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
790,8.8542,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616119
790,8.8542,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
790,8.8542,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
790,8.8542,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
790,8.8542,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230898
790,8.8542,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
790,8.8542,Link_05,0.000000,-0.140342,0.063200,0.014322,0.000000,0.000000,0.153916
790,8.8542,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
790,8.8542,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
790,8.8542,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
800,8.9705,Trunk_02,0.000000,-0.003595,0.616109,0.054196,0.000000,0.000000,0.616119
800,8.9705,Trunk_03,0.000000,-0.000799,0.154092,0.000020,0.000000,0.000000,0.154094
800,8.9705,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307931
800,8.9705,Link_02,0.000000,-0.217557,0.158905,0.041785,0.000000,0.000000,0.269410
800,8.9705,Link_03,0.000000,-0.199119,0.116901,0.031498,0.000000,0.000000,0.230898
800,8.9705,Link_04,0.000000,-0.172120,0.085984,0.022205,0.000000,0.000000,0.192402
800,8.9705,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
800,8.9705,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
800,8.9705,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
800,8.9705,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
810,9.0788,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616120
810,9.0788,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
810,9.0788,Link_01,0.000000,-0.224925,0.210311,0.052526,0.000000,0.000000,0.307932
810,9.0788,Link_02,0.000000,-0.217558,0.158905,0.041785,0.000000,0.000000,0.269411
810,9.0788,Link_03,0.000000,-0.199120,0.116900,0.031498,0.000000,0.000000,0.230899
810,9.0788,Link_04,0.000000,-0.172121,0.085983,0.022206,0.000000,0.000000,0.192402
810,9.0788,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
810,9.0788,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
810,9.0788,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
810,9.0788,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
820,9.1866,Trunk_02,0.000000,-0.003597,0.616109,0.054196,0.000000,0.000000,0.616120
820,9.1866,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
820,9.1866,Link_01,0.000000,-0.224925,0.210310,0.052526,0.000000,0.000000,0.307931
820,9.1866,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269410
820,9.1866,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230899
820,9.1866,Link_04,0.000000,-0.172120,0.085984,0.022206,0.000000,0.000000,0.192402
820,9.1866,Link_05,0.000000,-0.140343,0.063200,0.014322,0.000000,0.000000,0.153917
820,9.1866,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
820,9.1866,Link_07,0.000000,-0.070954,0.029800,0.003583,0.000000,0.000000,0.076957
820,9.1866,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038479
830,9.3129,Trunk_02,0.000000,-0.003597,0.616108,0.054196,0.000000,0.000000,0.616119
830,9.3129,Trunk_03,0.000000,-0.000800,0.154092,0.000020,0.000000,0.000000,0.154094
830,9.3129,Link_01,0.000000,-0.224924,0.210310,0.052526,0.000000,0.000000,0.307931
830,9.3129,Link_02,0.000000,-0.217557,0.158904,0.041785,0.000000,0.000000,0.269409
830,9.3129,Link_03,0.000000,-0.199119,0.116900,0.031498,0.000000,0.000000,0.230898
830,9.3129,Link_04,0.000000,-0.172120,0.085984,0.022205,0.000000,0.000000,0.192402
830,9.3129,Link_05,0.000000,-0.140342,0.063200,0.014322,0.000000,0.000000,0.153916
830,9.3129,Link_06,0.000000,-0.106157,0.045345,0.008077,0.000000,0.000000,0.115436
830,9.3129,Link_07,0.000000,-0.070953,0.029800,0.003583,0.000000,0.000000,0.076957
830,9.3129,Link_08,0.000000,-0.035477,0.014899,0.000887,0.000000,0.000000,0.038478
840,9.4238,Trunk_02,0.000000,-0.003596,0.616109,0.054196,0.000000,0.000000,0.616120
