day,plant_id,organ_class,rank,order,parent_rank,age_dd,dry_biomass_mg,area_m2,length,is_fruit,is_root,internode_width_m,leaf_length_petiole,leaf_diameter_petiole,leaf_angle_petiole,leaf_ccw_orientation,leaf_curvature,leaf_blades_nr,leaf_area_blades_total,leaf_rachis_length,fruit_nr,fruit_radius_0,fruit_radius_1,fruit_radius_2,fruit_age_dd_0,fruit_age_dd_1,fruit_age_dd_2,fruit_ripening_dd,fruit_truss_angle
5,5,Internode,3,0,0,30.455952,3.6016787172403744,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,Internode,3,0,0,30.455952,3.606828125050176,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,7,Internode,3,0,0,30.455952,3.6094644504225757,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,8,Internode,3,0,0,30.455952,3.606160433391701,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9,Internode,3,0,0,30.455952,3.609191711642588,1.1824645519291768E-4,0.0067712935,false,false,0.005558615332162339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,Internode,0,0,0,461.86868,14.853291229605395,1.8445696682118718E-4,0.009165992,false,false,0.006405687014435793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,Internode,1,0,0,371.86868,16.76252329410974,1.9272172422811883E-4,0.009443716,false,false,0.006495878227962504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,Internode,2,0,0,71.86866,17.44662144201118,1.9848274355077611E-4,0.009635061,false,false,0.006557199725160208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,Internode,0,0,0,461.86868,14.812903312829512,1.8454848017902158E-4,0.009169089,false,false,0.006406700577700059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,Internode,1,0,0,371.86868,16.725340530991357,1.928435042900239E-4,0.0094477795,false,false,0.0064971873930765355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
